CENTROID_ID,cust_code,total_visit,total_spend
5,CUST0000599239,1,2.22
4,CUST0000440708,2,13.51
5,CUST0000337847,1,7.0299999999999994
5,CUST0000940365,1,5.95
2,CUST0000839756,3,55.080000000000005
4,CUST0000922733,2,4.42
6,CUST0000081078,8,180.07000000000002
2,CUST0000975249,3,6.8999999999999995
4,CUST0000380858,2,13.5
6,CUST0000476115,6,269.63000000000005
2,CUST0000360049,3,60.250000000000007
2,CUST0000414799,6,128.28999999999996
4,CUST0000689538,2,6.66
2,CUST0000833122,3,5.26
2,CUST0000494202,4,90.219999999999985
6,CUST0000243105,9,160.20000000000002
5,CUST0000785466,1,0.36
2,CUST0000397540,3,39.02999999999998
2,CUST0000781030,6,44.730000000000011
2,CUST0000482464,3,56.019999999999996
2,CUST0000454731,3,77.379999999999981
5,CUST0000896045,1,1.99
5,CUST0000227584,1,29.720000000000006
7,CUST0000853230,13,952.1499999999977
7,CUST0000406271,13,1508.1400000000008
1,CUST0000285720,13,2422.0999999999963
5,CUST0000404726,1,17.54
6,CUST0000710105,7,71.96
2,CUST0000912103,3,146.32000000000008
5,CUST0000264843,1,1.99
6,CUST0000328520,7,16.97
2,CUST0000668060,4,20.099999999999998
5,CUST0000288015,1,1.23
7,CUST0000599230,13,1049.9799999999975
6,CUST0000756714,9,275.74000000000018
2,CUST0000531772,3,73.740000000000009
2,CUST0000869779,3,47.269999999999989
6,CUST0000480214,11,412.18999999999994
4,CUST0000623923,2,1.46
7,CUST0000600570,12,533.75999999999908
7,CUST0000379336,13,2338.9300000000108
6,CUST0000969450,9,224.91999999999996
5,CUST0000033991,1,0.43
2,CUST0000233396,3,21.23
4,CUST0000927807,2,40.93
5,CUST0000390328,1,2.51
2,CUST0000400554,4,189.55999999999995
5,CUST0000168428,1,3.9699999999999998
5,CUST0000594020,1,2.26
6,CUST0000337293,7,112.42000000000007
2,CUST0000579643,3,61.460000000000008
5,CUST0000770745,1,1.12
7,CUST0000619131,13,1990.8399999999979
4,CUST0000156083,2,69.899999999999991
5,CUST0000170204,1,23.700000000000003
2,CUST0000081079,4,26.660000000000007
2,CUST0000266070,3,16.95
2,CUST0000076687,3,17.61
5,CUST0000480924,1,1.05
2,CUST0000378031,5,21.139999999999997
5,CUST0000554981,1,1.34
5,CUST0000151018,1,0.75
6,CUST0000809233,7,139.75000000000009
4,CUST0000363357,2,5.07
2,CUST0000122498,4,100.02
2,CUST0000971613,4,22.15
5,CUST0000121501,1,0.43
6,CUST0000408773,9,112.21999999999998
2,CUST0000371194,4,11.370000000000001
6,CUST0000233275,7,6.620000000000001
5,CUST0000562156,1,1.04
1,CUST0000297115,13,2672.4800000000114
5,CUST0000924439,1,3.63
5,CUST0000820720,1,1.0
4,CUST0000573322,2,54.74
4,CUST0000836279,2,32.22
4,CUST0000178418,2,8.94
5,CUST0000532788,1,0.39
2,CUST0000567318,5,135.85000000000011
4,CUST0000679741,2,45.300000000000004
4,CUST0000991373,2,133.28000000000006
2,CUST0000705395,5,22.11
7,CUST0000287431,13,1050.1999999999994
5,CUST0000222292,1,10.81
2,CUST0000927394,5,24.64
6,CUST0000486685,8,251.56999999999988
2,CUST0000193593,6,241.54999999999993
2,CUST0000907710,4,321.13
5,CUST0000396551,1,35.050000000000004
2,CUST0000284118,5,48.329999999999984
6,CUST0000100205,7,139.93
6,CUST0000035890,8,647.2299999999999
4,CUST0000524368,2,56.359999999999992
4,CUST0000734910,2,6.88
4,CUST0000525497,2,4.3999999999999995
5,CUST0000950871,1,10.99
3,CUST0000874715,1,50.659999999999989
4,CUST0000245965,2,22.2
7,CUST0000506084,12,850.72
5,CUST0000992308,1,34.92
2,CUST0000554976,3,73.850000000000009
4,CUST0000113338,2,2.92
5,CUST0000009836,1,10.0
3,CUST0000240683,1,40.769999999999996
6,CUST0000086817,8,6.91
5,CUST0000591389,1,3.44
4,CUST0000431028,2,8.34
4,CUST0000150061,2,0.5
2,CUST0000321246,5,34.050000000000004
5,CUST0000238552,1,37.15
4,CUST0000141225,2,4.1899999999999995
5,CUST0000042205,1,0.25
5,CUST0000993893,1,1.65
5,CUST0000586090,1,4.4499999999999993
2,CUST0000879560,4,412.57999999999987
2,CUST0000393597,3,73.220000000000013
6,CUST0000236055,9,213.67999999999998
7,CUST0000335064,13,1037.0699999999965
6,CUST0000954528,7,537.91
5,CUST0000272714,1,19.88
7,CUST0000769635,13,1328.5699999999897
4,CUST0000788391,2,10.519999999999998
6,CUST0000081896,12,280.93999999999994
5,CUST0000211130,1,5.79
5,CUST0000867021,1,1.35
2,CUST0000035243,5,19.82
5,CUST0000912483,1,0.24
7,CUST0000527918,10,2363.350000000009
4,CUST0000703024,2,22.009999999999998
5,CUST0000533535,1,0.88
2,CUST0000831861,5,66.940000000000012
5,CUST0000436040,1,1.02
5,CUST0000759149,1,1.54
5,CUST0000214800,1,14.209999999999997
7,CUST0000691847,12,445.64000000000016
5,CUST0000653806,1,5.71
1,CUST0000554024,13,3676.03000000001
7,CUST0000491794,13,456.72000000000037
2,CUST0000303300,4,4.62
4,CUST0000892895,2,1.8900000000000001
2,CUST0000102342,5,146.80000000000004
2,CUST0000215621,6,237.95999999999989
4,CUST0000779740,2,167.64000000000001
5,CUST0000103002,1,0.98
4,CUST0000709510,2,102.54000000000002
7,CUST0000652732,12,2203.8300000000008
4,CUST0000156866,2,2.76
7,CUST0000296672,13,284.96999999999963
5,CUST0000407553,1,1.17
4,CUST0000210800,2,12.19
5,CUST0000618203,1,4.81
2,CUST0000002605,4,1.8
6,CUST0000792431,7,410.66999999999939
4,CUST0000708740,3,3.2
4,CUST0000740425,2,9.69
5,CUST0000592286,1,1.11
2,CUST0000878990,5,57.75
5,CUST0000118687,1,30.6
5,CUST0000286340,1,30.04
5,CUST0000440705,1,31.74
5,CUST0000537927,1,0.86
1,CUST0000653262,13,2750.0299999999893
5,CUST0000671242,1,1.39
1,CUST0000872455,13,3478.0599999999954
2,CUST0000443769,3,57.68
5,CUST0000674701,1,0.25
2,CUST0000718842,3,22.370000000000005
2,CUST0000068845,6,208.58999999999992
5,CUST0000412506,1,0.63
6,CUST0000223335,9,244.76999999999981
4,CUST0000882789,2,3.5300000000000002
5,CUST0000858382,1,1.1600000000000001
7,CUST0000931306,13,2144.2399999999957
2,CUST0000416037,3,15.930000000000001
7,CUST0000845975,12,633.47999999999968
2,CUST0000310258,4,175.64000000000001
4,CUST0000442459,2,4.35
4,CUST0000342807,2,266.16000000000008
7,CUST0000281469,13,883.33999999999878
2,CUST0000501260,5,109.69000000000001
2,CUST0000411101,3,17.869999999999997
5,CUST0000053659,1,36.809999999999995
2,CUST0000915919,4,7.7100000000000009
6,CUST0000065935,10,235.1099999999999
6,CUST0000248812,7,116.44000000000004
2,CUST0000387423,4,80.910000000000011
5,CUST0000665321,1,2.06
5,CUST0000574268,1,7.88
2,CUST0000506753,3,30.61
5,CUST0000973206,1,2.02
4,CUST0000093082,2,12.54
5,CUST0000249214,1,1.9
5,CUST0000072736,1,0.03
2,CUST0000407268,5,40.300000000000004
2,CUST0000495595,4,162.96999999999983
2,CUST0000774693,3,13.04
1,CUST0000052854,13,3608.620000000009
4,CUST0000750899,2,61.449999999999996
3,CUST0000576842,1,135.67
5,CUST0000038615,1,1.81
6,CUST0000308476,8,259.19999999999993
4,CUST0000644706,2,2.02
1,CUST0000504972,13,3333.4500000000094
1,CUST0000001194,13,2493.8300000000086
6,CUST0000169010,12,319.86999999999949
7,CUST0000661427,13,2278.7900000000045
2,CUST0000290826,3,11.33
4,CUST0000927628,2,30.909999999999997
2,CUST0000342401,6,61.390000000000008
2,CUST0000631886,3,12.829999999999998
3,CUST0000554154,1,57.239999999999995
7,CUST0000644466,11,1381.8000000000015
2,CUST0000526983,4,19.490000000000002
2,CUST0000122413,5,43.720000000000006
2,CUST0000361310,4,125.96000000000005
4,CUST0000254125,2,10.200000000000001
2,CUST0000462477,3,23.609999999999996
4,CUST0000562821,2,5.22
5,CUST0000570152,1,1.54
5,CUST0000832107,1,0.77
2,CUST0000069724,4,27.669999999999998
2,CUST0000623649,5,153.48999999999998
2,CUST0000293886,6,95.570000000000022
5,CUST0000911512,1,1.75
5,CUST0000496389,1,4.43
5,CUST0000869469,1,10.489999999999998
6,CUST0000013258,11,73.030000000000058
2,CUST0000422532,4,20.599999999999998
5,CUST0000965714,1,1.82
4,CUST0000912176,2,23.08
4,CUST0000655570,2,12.659999999999998
7,CUST0000939587,13,581.46000000000015
4,CUST0000818214,2,1.9700000000000002
2,CUST0000812846,3,85.48
5,CUST0000472804,1,3.81
7,CUST0000146080,13,2229.5199999999968
4,CUST0000587522,3,3.66
5,CUST0000540195,1,31.479999999999993
6,CUST0000135248,7,364.51999999999958
7,CUST0000380710,13,279.41999999999967
4,CUST0000096236,2,11.07
5,CUST0000678931,1,2.37
2,CUST0000768567,4,107.53
5,CUST0000225453,1,1.17
3,CUST0000399126,1,45.050000000000004
7,CUST0000460525,10,910.9800000000015
4,CUST0000198580,2,29.349999999999998
2,CUST0000904346,4,42.300000000000004
5,CUST0000589531,1,2.73
5,CUST0000586657,1,3.2199999999999998
2,CUST0000474039,3,18.12
4,CUST0000630040,3,3.8800000000000003
1,CUST0000381019,13,3995.449999999998
1,CUST0000561915,13,3744.26
3,CUST0000042901,1,46.570000000000007
2,CUST0000059499,3,38.03
5,CUST0000233463,1,16.099999999999994
3,CUST0000062277,1,79.570000000000022
5,CUST0000893332,1,11.790000000000001
7,CUST0000987350,13,790.70000000000107
4,CUST0000850360,3,2.8
5,CUST0000443766,1,0.87
7,CUST0000938755,11,813.5799999999997
5,CUST0000729239,1,0.93
2,CUST0000129727,4,93.13000000000001
5,CUST0000126789,1,5.56
5,CUST0000506378,1,0.89
5,CUST0000298714,1,0.53
6,CUST0000195880,8,97.950000000000031
4,CUST0000359373,2,178.92999999999995
5,CUST0000102127,1,10.18
5,CUST0000276040,1,0.89
5,CUST0000352219,1,0.87
6,CUST0000863361,10,190.79000000000005
7,CUST0000100599,12,2140.2900000000022
5,CUST0000520069,1,1.31
7,CUST0000361701,13,1761.2199999999993
2,CUST0000634079,6,20.540000000000006
5,CUST0000162259,1,0.97
5,CUST0000944493,1,1.54
4,CUST0000157936,2,42.820000000000014
6,CUST0000692025,13,154.07999999999976
6,CUST0000702030,8,179.66999999999996
2,CUST0000659089,3,67.670000000000016
6,CUST0000926230,6,279.4699999999998
5,CUST0000003044,1,32.169999999999995
5,CUST0000521857,1,11.01
2,CUST0000831915,4,17.23
5,CUST0000780955,1,3.7
2,CUST0000209442,4,180.14000000000001
5,CUST0000649664,1,0.68
4,CUST0000145787,2,3.13
5,CUST0000455073,1,10.44
6,CUST0000428504,9,461.39999999999986
3,CUST0000127838,1,41.500000000000007
4,CUST0000418732,2,26.049999999999997
6,CUST0000389939,9,134.45000000000002
4,CUST0000833368,2,9.879999999999999
5,CUST0000291914,1,1.3
6,CUST0000798581,8,232.67999999999998
4,CUST0000306022,2,2.48
5,CUST0000072557,1,3.21
4,CUST0000695028,2,4.7700000000000005
2,CUST0000253363,4,4.76
5,CUST0000588190,1,0.9
6,CUST0000602918,8,23.369999999999997
2,CUST0000496348,4,28.679999999999996
5,CUST0000788402,1,25.340000000000003
5,CUST0000048452,1,1.54
2,CUST0000723885,3,46.969999999999985
4,CUST0000558035,2,113.02
5,CUST0000454493,1,1.37
3,CUST0000903655,1,181.97
2,CUST0000096328,3,112.61999999999998
5,CUST0000213494,1,20.5
2,CUST0000645048,3,51.250000000000007
7,CUST0000503093,13,1031.7699999999968
4,CUST0000414191,2,12.65
4,CUST0000561528,2,21.82
4,CUST0000267516,2,4.28
5,CUST0000631960,1,10.2
5,CUST0000586803,1,3.93
5,CUST0000513263,1,0.88
3,CUST0000850152,1,53.050000000000004
5,CUST0000778807,1,5.09
5,CUST0000684249,1,12.28
5,CUST0000403637,1,2.16
5,CUST0000329758,1,0.38
5,CUST0000897098,1,1.28
5,CUST0000326860,1,1.47
7,CUST0000969829,13,521.35999999999956
6,CUST0000428851,11,91.660000000000053
2,CUST0000981632,4,29.270000000000003
7,CUST0000984281,12,615.57000000000028
4,CUST0000647382,2,17.95
2,CUST0000824000,6,71.65
5,CUST0000259329,1,4.8400000000000007
2,CUST0000109360,3,51.929999999999993
5,CUST0000371874,1,3.08
2,CUST0000683141,4,52.2
5,CUST0000989305,1,0.61
5,CUST0000979178,1,1.52
5,CUST0000751815,1,19.02
2,CUST0000927918,3,19.62
4,CUST0000560789,2,6.64
4,CUST0000487066,2,45.8
1,CUST0000747393,13,3253.26000000001
5,CUST0000919062,1,4.0
3,CUST0000064428,1,89.41
7,CUST0000294014,13,2037.5699999999924
3,CUST0000113531,1,39.169999999999995
2,CUST0000944214,3,22.090000000000003
5,CUST0000509250,1,0.73
5,CUST0000258278,1,2.42
4,CUST0000600195,3,4.18
5,CUST0000262948,1,2.17
2,CUST0000773551,6,114.29000000000002
4,CUST0000508319,2,0.86
6,CUST0000476236,9,269.96999999999969
2,CUST0000485771,5,43.12
5,CUST0000248785,1,13.86
7,CUST0000370053,13,695.40999999999985
4,CUST0000633037,2,2.75
2,CUST0000453659,4,215.62999999999997
5,CUST0000540193,1,10.8
5,CUST0000650343,1,0.98
5,CUST0000708515,1,0.5
6,CUST0000633237,7,353.06999999999988
4,CUST0000596888,2,10.120000000000001
6,CUST0000514031,10,139.78000000000011
2,CUST0000028656,3,29.489999999999995
5,CUST0000177238,1,1.4
5,CUST0000895635,1,0.67
